Keyword,Count,Percentage
"seniors unit",1,0.01
"victims",1,0.01
"questioning",1,0.01
"compensable permanent impairment",1,0.01
"recommended",1,0.01
"insurer from whom statutory accident",1,0.01
"backhoe excavator into a retail",1,0.01
"paint store",1,0.01
"lobe",1,0.01
"lymph",1,0.01
"salt bags",1,0.01
"particulate",1,0.01
"lumbar sprain",1,0.01
"streetcar operator",1,0.01
"acetaldehyde",1,0.01
"entitlement for cervical radiculopathy",1,0.01
"attendant due to the work-related",1,0.01
"due to the work-related injury",1,0.01
"herniation resulting from a workplace",1,0.01
"disc herniation resulting",1,0.01
"escalated pre-injury wages",1,0.01
"post-injury updated entry-level wages restored",1,0.01
"determine the post-injury earnings",1,0.01
"neuritis",1,0.01
"dock door",1,0.01
"inspections",1,0.01
"film industry",1,0.01
"entitled to interest",1,0.01
"payment",1,0.01
"interest policy",1,0.01
"payments",1,0.01
"delayed",1,0.01
"erection",1,0.01
"penile",1,0.01
"mild to moderate erectile dysfunction",1,0.01
"pars interarticularis fractures",1,0.01
"invalidité",1,0.01
"plantar fibroma",1,0.01
"unistrut",1,0.01
"gas",1,0.01
"garage business",1,0.01
"pumps",1,0.01
"window washing squeegee duties",1,0.01
"cervicothoracic region",1,0.01
"cervicothoracic facet syndrome",1,0.01
"chute",1,0.01
"jams",1,0.01
"talonavicular",1,0.01
"routine",1,0.01
"high degree",1,0.01
"episodic neurological disorders",1,0.01
"caries",1,0.01
"executive director",1,0.01
"knife",1,0.01
"reported intermittent left knee pain",1,0.01
"knee pain which he rated",1,0.01
"converted",1,0.01
"clinical entry",1,0.01
"playing soccer",1,0.01
"stroller",1,0.01
"fired",1,0.01
"pre-existing symptomatic hemorrhoid impairment",1,0.01
"rectal",1,0.01
"inserting gears into casings",1,0.01
"van conversion",1,0.01
"insulated",1,0.01
"traffic incident",1,0.01
"total hip replacement",1,0.01
"compensable surgery",1,0.01
"overhead press",1,0.01
"pin",1,0.01
"pied gauche",1,0.01
"cellphone application",1,0.01
"internet installer",1,0.01
"bilateral hip injury",1,0.01
"provided by the union",1,0.01
"chin",1,0.01
"full-time employment earning minimum wage",1,0.01
"based on full-time employment earning",1,0.01
"heavy equipment",1,0.01
"supraspinatus tendon interstitial tears",1,0.01
"escalator checker",1,0.01
"rescind his request to withdraw",1,0.01
"restriction",1,0.01
"palmar cutaneous neuroma",1,0.01
"companion",1,0.01
"bi-weekly sessions",1,0.01
"ingredients",1,0.01
"posterior annular tear",1,0.01
"inactivity",1,0.01
"tunnel leg machine operator",1,0.01
"adjuster assembler job",1,0.01
"injuries to the neck",1,0.01
"older worker option",1,0.01
"self-directed work reintegration to achieve",1,0.01
"advisable to reconsider",1,0.01
"benefits based on part-time hours",1,0.01
"work as a welder pipefitter",1,0.01
"acromioclavicular joint derangement",1,0.01
"joint employers",1,0.01
"obtain full-time employment",1,0.01
"contractual part-time",1,0.01
"second hand smoke",1,0.01
"formally",1,0.01
"étage",1,0.01
"welding shop",1,0.01
"symptomology",1,0.01
"sacral torsion injury",1,0.01
"entitlement for a sacral torsion",1,0.01
"lumbar contusion strain",1,0.01
"villa",1,0.01
"heavy care residents to bed",1,0.01
"acute insult to the brain",1,0.01
"low back difficulties",1,0.01
"lumbar spondylosis disk disease",1,0.01
"mould maker",1,0.01
"self-directed activities",1,0.01
"seek new employment",1,0.01
"walking on uneven ground",1,0.01
"wages earned during this period",1,0.01
"prosthesis",1,0.01
"rebuilding his self-concept",1,0.01
"leaf blower incident",1,0.01
"bilateral metatarsalgia",1,0.01
"pedals",1,0.01
"x-ray imaging",1,0.01
"cement mixer labourer",1,0.01
"eggs",1,0.01
"osteotomy",1,0.01
"sacroiliac",1,0.01
"kitty litter",1,0.01
"wised",1,0.01
"wished to pursue",1,0.01
"lost shifts",1,0.01
"periodontitis",1,0.01
"dodgeball",1,0.01
"full supplement",1,0.01
"vocational rehabilitation file",1,0.01
"incarcerated umbilical hernia",1,0.01
"brake drums",1,0.01
"non-work-related hernia is aggravated",1,0.01
"subacromial bone spur",1,0.01
"supports the allowance",1,0.01
"sophistication",1,0.01
"completing",1,0.01
"actual post-injury earnings",1,0.01
"impact",1,0.01
"spinal cord stimulator",1,0.01
"carpel tunnel syndrome",1,0.01
"subarachnoid hemorrhage",1,0.01
"aneurysm",1,0.01
"dependent contractors",1,0.01
"deductions",1,0.01
"reimbursement for chiropractic treatments",1,0.01
"cards",1,0.01
"dealer",1,0.01
"poker",1,0.01
"ongoing entitlement for the low",1,0.01
"denial",1,0.01
"garbage bin",1,0.01
"rescheduled peremptory to the employer",1,0.01
"worker had entitlement to benefits",1,0.01
"subacromial spur",1,0.01
"mitigate his losses",1,0.01
"pre-existing disability prolonged",1,0.01
"post-traumatic impairments",1,0.01
"post-concussion cognitive",1,0.01
"therapies to treat his work-related",1,0.01
"degenerative osteoarthropathy",1,0.01
"school board accident employer",1,0.01
"anterior wedging",1,0.01
"recording",1,0.01
"stopped smoking",1,0.01
"trucking",1,0.01
"pelvic girdle dysfunction",1,0.01
"trucking industry questionnaire",1,0.01
"multi-factorial test",1,0.01
"worker independent operator status",1,0.01
"ownership",1,0.01
"bilateral shoulder tears",1,0.01
"shoulder tear",1,0.01
"microwave",1,0.01
"flagman job",1,0.01
"flagpole",1,0.01
"seasonal worker",1,0.01
"advertisements",1,0.01
"billboard",1,0.01
"medication cart",1,0.01
"charge nurse",1,0.01
"paint booth",1,0.01
"robots",1,0.01
"practicum",1,0.01
"entry level",1,0.01
"disability benefit offset worker understands",1,0.01
"correctly rated",1,0.01
"hog",1,0.01
"stamping",1,0.01
"grading he scored",1,0.01
"bimalleolar ankle fracture",1,0.01
"bank teller",1,0.01
"investment advisor",1,0.01
"entitlement for bilateral epicondylitis",1,0.01
"ring trigger finger",1,0.01
"long-term care facilities",1,0.01
"pre-existing venous condition",1,0.01
"gastroparesis",1,0.01
"repack order picker",1,0.01
"efficacy",1,0.01
"entrapment",1,0.01
"restructuring",1,0.01
"engineering technologist",1,0.01
"congédiement injustifié",1,0.01
"lésion corporelle",1,0.01
"right-sided symptoms",1,0.01
"multi-vehicle accident",1,0.01
"golf business",1,0.01
"quadriceps strain",1,0.01
"crouching",1,0.01
"reason to doubt the correctness",1,0.01
"leave",1,0.01
"good reason to doubt",1,0.01
"exposed to hazardous levels",1,0.01
"congenital fusion",1,0.01
"operations",1,0.01
"feeding",1,0.01
"injury was work-related",1,0.01
"snowboarding",1,0.01
"remote worksite",1,0.01
"percent",1,0.01
"bony abnormality",1,0.01
"scaphocapitate pain",1,0.01
"setup",1,0.01
"masonry",1,0.01
"bowel perforation",1,0.01
"sigmoid perforation",1,0.01
"hip fracture",1,0.01
"swivel",1,0.01
"hydrants",1,0.01
"product",1,0.01
"triquetrum",1,0.01
"mail delivery",1,0.01
"post-hearing status check",1,0.01
"removed",1,0.01
"pothole incident",1,0.01
"tables",1,0.01
"pre-existing condition should be determined",1,0.01
"flyers",1,0.01
"personal work-related",1,0.01
"flat packer",1,0.01
"in-person assessment by a health",1,0.01
"lieux",1,0.01
"benefits based on his actual",1,0.01
"seasonal employment",1,0.01
"organic brain syndrome",1,0.01
"notification date",1,0.01
"test",1,0.01
"pre-injury earnings basis",1,0.01
"part-time concurrent",1,0.01
"remote audio teleconference",1,0.01
"jurisdiction to consider the worker",1,0.01
"hemangioma",1,0.01
"anti-depressant medication",1,0.01
"significant rotator cuff tear",1,0.01
"neck entitlement",1,0.01
"tendon tears",1,0.01
"obtain the videotape",1,0.01
"woods",1,0.01
"idiopathic osteoarthritis",1,0.01
"bedsores",1,0.01
"immunotherapy",1,0.01
"chemotherapy",1,0.01
"along with event-related sleep problems",1,0.01
"picker",1,0.01
"coughing",1,0.01
"radial",1,0.01
"indexing",1,0.01
"potential lost wage increases",1,0.01
"scaphoid exostosis",1,0.01
"based on deemed post-accident earnings",1,0.01
"return to work attempt",1,0.01
"reaction",1,0.01
"complex",1,0.01
"sidewalks",1,0.01
"long-standing injury",1,0.01
"myofascial",1,0.01
"attempt to reargue the original",1,0.01
"duct work",1,0.01
"pre-existing left inguinal hernia",1,0.01
"entitlement for the hernia surgery",1,0.01
"work-site",1,0.01
"right-sided brachial plexus injury",1,0.01
"entitlement for a right-sided brachial",1,0.01
"heel condition",1,0.01
"peroneal nerve",1,0.01
"infection control audits",1,0.01
"entitlement for the right hip",1,0.01
"upper back neck area",1,0.01
"aluminum cable tray assembly job",1,0.01
"construction estimator project manager",1,0.01
"knee suprapatellar fat pad impingement",1,0.01
"mediopatellar plica",1,0.01
"paresthesia",1,0.01
"bilateral flexor carpi radialis tendinosis",1,0.01
"ends",1,0.01
"guitar strap",1,0.01
"bilateral shoulder tendinitis",1,0.01
"resolved to its pre-injury state",1,0.01
"diving",1,0.01
"handyman",1,0.01
"initial short-term",1,0.01
"gross weekly",1,0.01
"worker returned to his regular",1,0.01
"chiro",1,0.01
"application for a time extension",1,0.01
"decades",1,0.01
"actions",1,0.01
"supraspinatus partial tearing",1,0.01
"conveyer belt",1,0.01
"compensable sprain strain injuries",1,0.01
"intraplaque hemorrhage",1,0.01
"coronary artery",1,0.01
"major component",1,0.01
"carwash",1,0.01
"attendance",1,0.01
"fragility fracture",1,0.01
"streetcar operators",1,0.01
"massothérapie",1,0.01
"fell on her right wrist",1,0.01
"perform his regular duties",1,0.01
"vehicle inspections",1,0.01
"provider",1,0.01
"non-organic disabilities",1,0.01
"middle toe fracture",1,0.01
"stubs",1,0.01
"relation to the work-related injury",1,0.01
"brachioradialis tear",1,0.01
"employable on a full-time",1,0.01
"compensable right wrist injury",1,0.01
"granulomas",1,0.01
"essential duties of her pre-accident",1,0.01
"emploi d avant l accident",1,0.01
"duties of her pre-accident employment",1,0.01
"intercostal strain",1,0.01
"abdominal injury",1,0.01
"supraspinatus partial thickness tear",1,0.01
"double-crush syndrome",1,0.01
"contractor",1,0.01
"auto mechanic",1,0.01
"automotive service",1,0.01
"shrapnel",1,0.01
"overuse syndrome",1,0.01
"douleur myofasciale",1,0.01
"injections aux points gâchettes",1,0.01
"occipital",1,0.01
"tiles",1,0.01
"seuils",1,0.01
"perte auditive",1,0.01
"conduction osseuse",1,0.01
"oreille",1,0.01
"garage door opener",1,0.01
"springs",1,0.01
"pre-dated the compensable accident",1,0.01
"public roadway",1,0.01
"bad days",1,0.01
"non-dominant left hand",1,0.01
"records pertaining to the worker",1,0.01
"solicitation letters",1,0.01
"clinical medical records pertaining",1,0.01
"re-argue",1,0.01
"restaurant co-owner",1,0.01
"altercation",1,0.01
"cow cotton wrapper removal",1,0.01
"ormal",1,0.01
"bowling ball",1,0.01
"tripped over his shoelace",1,0.01
"disabling mental reaction when exposed",1,0.01
"psychological difficulties that pre-existed",1,0.01
"mootness doctrine",1,0.01
"insurance broker",1,0.01
"temporomandibular joint pathology",1,0.01
"certification",1,0.01
"settings",1,0.01
"entitled to a pension supplement",1,0.01
"transfer station",1,0.01
"elbow pain",1,0.01
"ongoing entitlement for the upper",1,0.01
"woman that the worker",1,0.01
"cohabitation agreement",1,0.01
"worker was living",1,0.01
"nets",1,0.01
"stringing",1,0.01
"co-operate",1,0.01
"eligibility adjudicator",1,0.01
"pancreatic",1,0.01
"blastomycosis",1,0.01
"influenza vaccine",1,0.01
"exposed to infectious disease",1,0.01
"labour market re-entry program",1,0.01
"tow truck driver",1,0.01
"timbers",1,0.01
"zygomatic",1,0.01
"chiropractie pour le cou",1,0.01
"psycho traumatic disability entitlement",1,0.01
"topical cream",1,0.01
"pre-existing allergic condition",1,0.01
"plastic wrap",1,0.01
"advice",1,0.01
"severance",1,0.01
"salary continuation",1,0.01
"post-injury earnings for the purposes",1,0.01
"pre-existing condition made the worker",1,0.01
"neurotoxic brain injury",1,0.01
"worker resumed full-time hours",1,0.01
"denied entitlement for psychotraumatic disability",1,0.01
"ready-mix",1,0.01
"motorcycle accident",1,0.01
"os trigonum",1,0.01
"sinus tarsi",1,0.01
"splitter",1,0.01
"scanning job",1,0.01
"constipation",1,0.01
"syncopal",1,0.01
"software",1,0.01
"modified excavator operator",1,0.01
"tibia fracture",1,0.01
"multi-level disc herniations",1,0.01
"honey line",1,0.01
"subscapularis calcific tendinosis",1,0.01
"notcher",1,0.01
"provisional",1,0.01
"competitively",1,0.01
"clavicle fracture",1,0.01
"pre-existing os acromiale condition",1,0.01
"work for four-hour shifts",1,0.01
"ability to work for four-hour",1,0.01
"dorsiflexion",1,0.01
"gigs",1,0.01
"term repetitive",1,0.01
"garbage tags",1,0.01
"walkway",1,0.01
"bicipital tendinitis",1,0.01
"ischemic colitis",1,0.01
"returned to full-time",1,0.01
"taunting",1,0.01
"rolled his ankle over inwardly",1,0.01
"ledge",1,0.01
"loose gravel",1,0.01
"acquired brain injury",1,0.01
"parameniscal cyst",1,0.01
"psychotropic medication",1,0.01
"inextricably linked test",1,0.01
"status as an independent operator",1,0.01
"gains moyens",1,0.01
"wrist soft tissue injury",1,0.01
"postural left ulnar nerve neuritis",1,0.01
"abnormal range",1,0.01
"stake",1,0.01
"pre-injury job as a welder",1,0.01
"pawnshop",1,0.01
"intracranial hypotension",1,0.01
"spinal fluid leakage",1,0.01
"deductibles co-payments",1,0.01
"minimus",1,0.01
"audited financial",1,0.01
"melt deck operator",1,0.01
"gets",1,0.01
"bilateral hip",1,0.01
"wheelbarrow",1,0.01
"pre-existing patellofemoral arthritis",1,0.01
"stress disorder",1,0.01
"sabotage",1,0.01
"pre-existing non-compensable degenerative disc disease",1,0.01
"injury to her right ankle",1,0.01
"automotive service advisor",1,0.01
"laboratory technologist",1,0.01
"extensor tendons",1,0.01
"scaphotrapezial trapezoid arthritis",1,0.01
"bed board",1,0.01
"elemental service occupations",1,0.01
"asbestos-related lung disease",1,0.01
"entitlement to benefits for asbestosis",1,0.01
"foot plantar fasciitis",1,0.01
"cauda equina",1,0.01
"epidural injections",1,0.01
"contribute to carpal tunnel syndrome",1,0.01
"benefits for a recurrence",1,0.01
"withdrawal request",1,0.01
"lower extremities",1,0.01
"spondylolysis",1,0.01
"herniated nucleus pulposus",1,0.01
"mud",1,0.01
"stuck",1,0.01
"focal right foraminal disc protrusion",1,0.01
"traversing nerve root",1,0.01
"central annular tear",1,0.01
"psychotraumatic disability entitlement",1,0.01
"emphysematous",1,0.01
"vocational characteristics",1,0.01
"gingival hyperplasia",1,0.01
"report a material change",1,0.01
"tailbone injury",1,0.01
"aggravation injury",1,0.01
"anterior wedge compression fracture",1,0.01
"volunteer firefighter activities",1,0.01
"dominant pain",1,0.01
"in-time appeals",1,0.01
"denied entitlement to benefits",1,0.01
"on-time",1,0.01
"closely connected to an on-time",1,0.01
"litigious barriers",1,0.01
"portioning",1,0.01
"interior design services",1,0.01
"group",1,0.01
"team lead",1,0.01
"repetitive nature",1,0.01
"parking lots",1,0.01
"one-day delay",1,0.01
"disc protrusion herniation",1,0.01
"overdose",1,0.01
"recoverable",1,0.01
"mechanism",1,0.01
"arm pain",1,0.01
"insufficiency fractures",1,0.01
"axilla",1,0.01
"required to self-isolate",1,0.01
"rarely",1,0.01
"non-compensable aneurysm",1,0.01
"vasculitis",1,0.01
"pardon",1,0.01
"shot blaster",1,0.01
"functional overlay",1,0.01
"blurred vision",1,0.01
"elevator door closed",1,0.01
"assessment to ascertain his degree",1,0.01
"injury entitlement includes medical treatment",1,0.01
"psychotraumatic disability effective",1,0.01
"lower range",1,0.01
"eye retinal tear",1,0.01
"conversion disorder",1,0.01
"dressing",1,0.01
"chondral calcinosis",1,0.01
"work-related incidents",1,0.01
"bilateral tinnitus",1,0.01
"wash",1,0.01
"broomstick",1,0.01
"cheville gauche",1,0.01
"disabled to perform any gainful",1,0.01
"shelving unit",1,0.01
"lifter",1,0.01
"posterior capsular tightness",1,0.01
"clavicle stress fracture",1,0.01
"non-occupational noise exposure",1,0.01
"union dues",1,0.01
"medical expenses",1,0.01
"terminal apron",1,0.01
"slicer",1,0.01
"flu-like symptoms",1,0.01
"gradual return to work",1,0.01
"bipolar affective disorder",1,0.01
"nail",1,0.01
"gradual disablement",1,0.01
"extended time limit",1,0.01
"pre-accident right ankle",1,0.01
"job the worker would likely",1,0.01
"répartiteur",1,0.01
"atherosclerosis",1,0.01
"work-related muscular effort",1,0.01
"plantar fasciitis sprain",1,0.01
"calcaneal bone spur",1,0.01
"pulling a skid",1,0.01
"paint stripper",1,0.01
"inhalation",1,0.01
"bronchitis",1,0.01
"bi-weekly",1,0.01
"informatics",1,0.01
"sufficiency",1,0.01
"injury-related psychological condition",1,0.01
"invalidité totale temporaire",1,0.01
"ligament tears",1,0.01
"post-surgical release",1,0.01
"cyanide",1,0.01
"lead nitrate",1,0.01
"powder",1,0.01
"follow-up assessment report",1,0.01
"chondral",1,0.01
"entitlement for meniscal tears",1,0.01
"viscosupplementation",1,0.01
"pisotriquetral",1,0.01
"coxa valga",1,0.01
"knee patellofemoral chondral traumatic chondromalacia",1,0.01
"frozen yogurt shop",1,0.01
"vascular",1,0.01
"carpal metacarpal joint",1,0.01
"osteocartilaginous bar",1,0.01
"watchman",1,0.01
"offered by the employer",1,0.01
"active health care treatment",1,0.01
"rooms",1,0.01
"approximate his escalated pre-injury earnings",1,0.01
"auto wrecking company",1,0.01
"granulomatous",1,0.01
"paracentral disc extrusion",1,0.01
"exposure to fiberglass",1,0.01
"xxxxx",1,0.01
"lawn mower",1,0.01
"bilateral ulnar neuropathy",1,0.01
"five-member panel was assigned",1,0.01
"withdrawn as abandoned",1,0.01
"mobility scooter",1,0.01
"cheque",1,0.01
"retreats to the basement",1,0.01
"emails from the worker",1,0.01
"cerebrovascular ischemia",1,0.01
"annulus fibrosis",1,0.01
"epidural",1,0.01
"propane truck",1,0.01
"woodworking",1,0.01
"statutory minimum",1,0.01
"completed",1,0.01
"wiring",1,0.01
"ancillary",1,0.01
"pre-patellar bursitis",1,0.01
"patellar tendinitis",1,0.01
"billiards",1,0.01
"intent",1,0.01
"consd",1,0.01
"follow-up visit",1,0.01
"subclavian vein stenosis",1,0.01
"pre-existing tendinosis",1,0.01
